SN,Province,District,Admin_div,Position,Ward,Age,Gender,Party,Vote,Status
23452,Province 5,Palpa,Rambha Rural Municipality,Ward President,1,53,M,Communist Party of Nepal (UML),1329,Elected
23453,Province 5,Palpa,Rambha Rural Municipality,Ward Member,1,63,M,Communist Party of Nepal (UML),1260,Elected
23454,Province 5,Palpa,Rambha Rural Municipality,Ward Member,1,53,M,Communist Party of Nepal (UML),1215,Elected
23455,Province 5,Palpa,Rambha Rural Municipality,Female Ward Member,1,42,F,Communist Party of Nepal (UML),1337,Elected
23456,Province 5,Palpa,Rambha Rural Municipality,Dalit Female Ward Member,1,42,F,Communist Party of Nepal (UML),1304,Elected
23457,Province 5,Palpa,Rambha Rural Municipality,Ward President,2,54,M,Communist Party of Nepal (UML),867,Elected
23458,Province 5,Palpa,Rambha Rural Municipality,Ward Member,2,40,M,Communist Party of Nepal (UML),869,Elected
23459,Province 5,Palpa,Rambha Rural Municipality,Ward Member,2,38,M,Communist Party of Nepal (UML),849,Elected
23460,Province 5,Palpa,Rambha Rural Municipality,Female Ward Member,2,50,F,Communist Party of Nepal (UML),880,Elected
23461,Province 5,Palpa,Rambha Rural Municipality,Dalit Female Ward Member,2,26,F,Communist Party of Nepal (UML),878,Elected
23462,Province 5,Palpa,Rambha Rural Municipality,Ward President,3,55,M,Nepali Congress,1324,Elected
23463,Province 5,Palpa,Rambha Rural Municipality,Ward Member,3,32,M,Nepali Congress,1358,Elected
23464,Province 5,Palpa,Rambha Rural Municipality,Ward Member,3,37,M,Nepali Congress,1354,Elected
23465,Province 5,Palpa,Rambha Rural Municipality,Female Ward Member,3,28,F,Nepali Congress,1346,Elected
23466,Province 5,Palpa,Rambha Rural Municipality,Dalit Female Ward Member,3,36,F,Nepali Congress,1334,Elected
23467,Province 5,Palpa,Rambha Rural Municipality,Ward President,4,52,M,Communist Party of Nepal (UML),671,Elected
23468,Province 5,Palpa,Rambha Rural Municipality,Ward Member,4,32,M,Communist Party of Nepal (UML),654,Elected
23469,Province 5,Palpa,Rambha Rural Municipality,Ward Member,4,58,M,Communist Party of Nepal (UML),649,Elected
23470,Province 5,Palpa,Rambha Rural Municipality,Female Ward Member,4,37,F,Nepali Congress,654,Elected
23471,Province 5,Palpa,Rambha Rural Municipality,Dalit Female Ward Member,4,38,F,Communist Party of Nepal (UML),658,Elected
23472,Province 5,Palpa,Rambha Rural Municipality,Ward President,5,60,M,Communist Party of Nepal (UML),919,Elected
23473,Province 5,Palpa,Rambha Rural Municipality,Ward Member,5,50,M,Communist Party of Nepal (UML),921,Elected
23474,Province 5,Palpa,Rambha Rural Municipality,Ward Member,5,39,M,Communist Party of Nepal (UML),908,Elected
23475,Province 5,Palpa,Rambha Rural Municipality,Female Ward Member,5,51,F,Communist Party of Nepal (UML),886,Elected
23476,Province 5,Palpa,Rambha Rural Municipality,Dalit Female Ward Member,5,42,F,Communist Party of Nepal (UML),939,Elected
23477,Province 5,Palpa,Rampur Urban Municipality,Mayor,  ,47,M,Nepali Congress,8885,Elected
23478,Province 5,Palpa,Rampur Urban Municipality,Vice-Mayor,  ,40,F,Nepali Congress,8528,Elected
23479,Province 5,Palpa,Rampur Urban Municipality,Ward President,1,55,M,Communist Party of Nepal (UML),785,Elected
23480,Province 5,Palpa,Rampur Urban Municipality,Ward Member,1,45,M,Communist Party of Nepal (UML),837,Elected
23481,Province 5,Palpa,Rampur Urban Municipality,Ward Member,1,46,M,Communist Party of Nepal (UML),810,Elected
23482,Province 5,Palpa,Rampur Urban Municipality,Female Ward Member,1,51,F,Communist Party of Nepal (UML),837,Elected
23483,Province 5,Palpa,Rampur Urban Municipality,Dalit Female Ward Member,1,42,F,Communist Party of Nepal (UML),829,Elected
23484,Province 5,Palpa,Rampur Urban Municipality,Ward President,2,53,M,Nepali Congress,568,Elected
23485,Province 5,Palpa,Rampur Urban Municipality,Ward Member,2,59,M,Nepali Congress,589,Elected
23486,Province 5,Palpa,Rampur Urban Municipality,Ward Member,2,70,M,Nepali Congress,584,Elected
23487,Province 5,Palpa,Rampur Urban Municipality,Female Ward Member,2,35,F,Nepali Congress,584,Elected
23488,Province 5,Palpa,Rampur Urban Municipality,Dalit Female Ward Member,2,29,F,Nepali Congress,584,Elected
23489,Province 5,Palpa,Rampur Urban Municipality,Ward President,3,65,M,Communist Party of Nepal (UML),1094,Elected
23490,Province 5,Palpa,Rampur Urban Municipality,Ward Member,3,50,M,Communist Party of Nepal (UML),1109,Elected
23491,Province 5,Palpa,Rampur Urban Municipality,Ward Member,3,59,M,Communist Party of Nepal (UML),1105,Elected
23492,Province 5,Palpa,Rampur Urban Municipality,Female Ward Member,3,47,F,Communist Party of Nepal (UML),1130,Elected
23493,Province 5,Palpa,Rampur Urban Municipality,Dalit Female Ward Member,3,40,F,Communist Party of Nepal (UML),1120,Elected
23494,Province 5,Palpa,Rampur Urban Municipality,Ward President,4,54,M,Nepali Congress,994,Elected
23495,Province 5,Palpa,Rampur Urban Municipality,Ward Member,4,37,M,Nepali Congress,970,Elected
23496,Province 5,Palpa,Rampur Urban Municipality,Ward Member,4,62,M,Nepali Congress,945,Elected
23497,Province 5,Palpa,Rampur Urban Municipality,Female Ward Member,4,35,F,Nepali Congress,984,Elected
23498,Province 5,Palpa,Rampur Urban Municipality,Dalit Female Ward Member,4,29,F,Nepali Congress,985,Elected
23499,Province 5,Palpa,Rampur Urban Municipality,Ward President,5,56,M,Nepali Congress,1467,Elected
23500,Province 5,Palpa,Rampur Urban Municipality,Ward Member,5,47,M,Nepali Congress,1477,Elected
23501,Province 5,Palpa,Rampur Urban Municipality,Ward Member,5,46,M,Nepali Congress,1433,Elected
23502,Province 5,Palpa,Rampur Urban Municipality,Female Ward Member,5,39,F,Nepali Congress,1467,Elected
23503,Province 5,Palpa,Rampur Urban Municipality,Dalit Female Ward Member,5,39,F,Nepali Congress,1459,Elected
23504,Province 5,Palpa,Rampur Urban Municipality,Ward President,6,47,M,Nepali Congress,1080,Elected
23505,Province 5,Palpa,Rampur Urban Municipality,Ward Member,6,36,M,Nepali Congress,1110,Elected
23506,Province 5,Palpa,Rampur Urban Municipality,Ward Member,6,65,M,Nepali Congress,1071,Elected
23507,Province 5,Palpa,Rampur Urban Municipality,Female Ward Member,6,47,F,Nepali Congress,1107,Elected
23508,Province 5,Palpa,Rampur Urban Municipality,Dalit Female Ward Member,6,34,F,Nepali Congress,1105,Elected
23509,Province 5,Palpa,Rampur Urban Municipality,Ward President,7,55,M,Nepali Congress,795,Elected
23510,Province 5,Palpa,Rampur Urban Municipality,Ward Member,7,29,M,Nepali Congress,769,Elected
23511,Province 5,Palpa,Rampur Urban Municipality,Ward Member,7,50,M,Communist Party of Nepal (UML),766,Elected
23512,Province 5,Palpa,Rampur Urban Municipality,Female Ward Member,7,30,F,Nepali Congress,802,Elected
23513,Province 5,Palpa,Rampur Urban Municipality,Dalit Female Ward Member,7,39,F,Nepali Congress,806,Elected
23514,Province 5,Palpa,Rampur Urban Municipality,Ward President,8,53,M,Nepali Congress,903,Elected
23515,Province 5,Palpa,Rampur Urban Municipality,Ward Member,8,50,M,Nepali Congress,911,Elected
23516,Province 5,Palpa,Rampur Urban Municipality,Ward Member,8,52,M,Communist Party of Nepal (UML),860,Elected
23517,Province 5,Palpa,Rampur Urban Municipality,Female Ward Member,8,26,F,Nepali Congress,902,Elected
23518,Province 5,Palpa,Rampur Urban Municipality,Dalit Female Ward Member,8,36,F,Nepali Congress,912,Elected
23519,Province 5,Palpa,Rampur Urban Municipality,Ward President,9,50,M,Communist Party of Nepal (UML),667,Elected
23520,Province 5,Palpa,Rampur Urban Municipality,Ward Member,9,45,M,Communist Party of Nepal (UML),677,Elected
23521,Province 5,Palpa,Rampur Urban Municipality,Ward Member,9,31,M,Communist Party of Nepal (UML),674,Elected
23522,Province 5,Palpa,Rampur Urban Municipality,Female Ward Member,9,27,F,Communist Party of Nepal (UML),676,Elected
23523,Province 5,Palpa,Rampur Urban Municipality,Dalit Female Ward Member,9,31,F,Communist Party of Nepal (UML),671,Elected
23524,Province 5,Palpa,Rampur Urban Municipality,Ward President,10,51,M,Communist Party of Nepal (UML),1213,Elected
23525,Province 5,Palpa,Rampur Urban Municipality,Ward Member,10,55,M,Communist Party of Nepal (UML),1251,Elected
23526,Province 5,Palpa,Rampur Urban Municipality,Ward Member,10,45,M,Communist Party of Nepal (UML),1230,Elected
23527,Province 5,Palpa,Rampur Urban Municipality,Female Ward Member,10,46,F,Communist Party of Nepal (UML),1249,Elected
23528,Province 5,Palpa,Rampur Urban Municipality,Dalit Female Ward Member,10,33,F,Communist Party of Nepal (UML),1243,Elected
23529,Province 5,Palpa,Ribdikot Rural Municipality,Mayor,  ,56,M,Communist Party of Nepal (UML),3693,Elected
23530,Province 5,Palpa,Ribdikot Rural Municipality,Vice-Mayor,  ,53,F,Communist Party of Nepal (UML),3798,Elected
23531,Province 5,Palpa,Ribdikot Rural Municipality,Ward President,1,51,M,Nepali Congress,604,Elected
23532,Province 5,Palpa,Ribdikot Rural Municipality,Ward Member,1,34,M,Nepali Congress,558,Elected
23533,Province 5,Palpa,Ribdikot Rural Municipality,Ward Member,1,57,M,Nepali Congress,551,Elected
23534,Province 5,Palpa,Ribdikot Rural Municipality,Female Ward Member,1,31,F,Nepali Congress,563,Elected
23535,Province 5,Palpa,Ribdikot Rural Municipality,Dalit Female Ward Member,1,29,F,Nepali Congress,559,Elected
23536,Province 5,Palpa,Ribdikot Rural Municipality,Ward President,2,58,M,Communist Party of Nepal (UML),574,Elected
23537,Province 5,Palpa,Ribdikot Rural Municipality,Ward Member,2,33,M,Communist Party of Nepal (UML),616,Elected
23538,Province 5,Palpa,Ribdikot Rural Municipality,Ward Member,2,46,M,Communist Party of Nepal (UML),595,Elected
23539,Province 5,Palpa,Ribdikot Rural Municipality,Female Ward Member,2,48,F,Communist Party of Nepal (UML),583,Elected
23540,Province 5,Palpa,Ribdikot Rural Municipality,Dalit Female Ward Member,2,34,F,Communist Party of Nepal (UML),609,Elected
23541,Province 5,Palpa,Ribdikot Rural Municipality,Ward President,3,58,M,Communist Party of Nepal (UML),464,Elected
23542,Province 5,Palpa,Ribdikot Rural Municipality,Ward Member,3,62,M,Communist Party of Nepal (UML),493,Elected
23543,Province 5,Palpa,Ribdikot Rural Municipality,Ward Member,3,69,M,Communist Party of Nepal (UML),473,Elected
23544,Province 5,Palpa,Ribdikot Rural Municipality,Female Ward Member,3,46,F,Communist Party of Nepal (UML),499,Elected
23545,Province 5,Palpa,Ribdikot Rural Municipality,Dalit Female Ward Member,3,39,F,Communist Party of Nepal (UML),480,Elected
23546,Province 5,Palpa,Ribdikot Rural Municipality,Ward President,4,50,M,Communist Party of Nepal (UML),534,Elected
23547,Province 5,Palpa,Ribdikot Rural Municipality,Ward Member,4,51,F,Communist Party of Nepal (UML),564,Elected
23548,Province 5,Palpa,Ribdikot Rural Municipality,Ward Member,4,40,M,Communist Party of Nepal (UML),556,Elected
23549,Province 5,Palpa,Ribdikot Rural Municipality,Female Ward Member,4,46,F,Communist Party of Nepal (UML),558,Elected
23550,Province 5,Palpa,Ribdikot Rural Municipality,Dalit Female Ward Member,4,29,F,Communist Party of Nepal (UML),560,Elected
23551,Province 5,Palpa,Ribdikot Rural Municipality,Ward President,5,40,M,Communist Party of Nepal (UML),503,Elected
23552,Province 5,Palpa,Ribdikot Rural Municipality,Ward Member,5,69,M,Communist Party of Nepal (UML),520,Elected
23553,Province 5,Palpa,Ribdikot Rural Municipality,Ward Member,5,41,M,Communist Party of Nepal (UML),471,Elected
23554,Province 5,Palpa,Ribdikot Rural Municipality,Female Ward Member,5,36,F,Communist Party of Nepal (UML),500,Elected
23555,Province 5,Palpa,Ribdikot Rural Municipality,Dalit Female Ward Member,5,33,F,Communist Party of Nepal (UML),508,Elected
23556,Province 5,Palpa,Ribdikot Rural Municipality,Ward President,6,42,M,Communist Party of Nepal (UML),369,Elected
23557,Province 5,Palpa,Ribdikot Rural Municipality,Ward Member,6,49,M,Communist Party of Nepal (UML),373,Elected
23558,Province 5,Palpa,Ribdikot Rural Municipality,Ward Member,6,34,F,Communist Party of Nepal (UML),366,Elected
23559,Province 5,Palpa,Ribdikot Rural Municipality,Female Ward Member,6,48,F,Communist Party of Nepal (UML),371,Elected
23560,Province 5,Palpa,Ribdikot Rural Municipality,Dalit Female Ward Member,6,36,F,Communist Party of Nepal (UML),358,Elected
23561,Province 5,Palpa,Ribdikot Rural Municipality,Ward President,7,61,M,Communist Party of Nepal (UML),598,Elected
23562,Province 5,Palpa,Ribdikot Rural Municipality,Ward Member,7,46,M,Communist Party of Nepal (UML),649,Elected
23563,Province 5,Palpa,Ribdikot Rural Municipality,Ward Member,7,57,M,Communist Party of Nepal (UML),592,Elected
23564,Province 5,Palpa,Ribdikot Rural Municipality,Female Ward Member,7,43,F,Communist Party of Nepal (UML),609,Elected
23565,Province 5,Palpa,Ribdikot Rural Municipality,Dalit Female Ward Member,7,36,F,Communist Party of Nepal (UML),605,Elected
23566,Province 5,Palpa,Ribdikot Rural Municipality,Ward President,8,45,M,Communist Party of Nepal (Maoist Centre),463,Elected
23567,Province 5,Palpa,Ribdikot Rural Municipality,Ward Member,8,50,M,Nepali Congress,436,Elected
23568,Province 5,Palpa,Ribdikot Rural Municipality,Ward Member,8,52,M,Communist Party of Nepal (UML),403,Elected
23569,Province 5,Palpa,Ribdikot Rural Municipality,Female Ward Member,8,51,F,Communist Party of Nepal (Maoist Centre),428,Elected
23570,Province 5,Palpa,Ribdikot Rural Municipality,Dalit Female Ward Member,8,22,F,Communist Party of Nepal (Maoist Centre),443,Elected
23571,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Mayor,  ,58,M,Nepali Congress,5146,Elected
23572,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Vice-Mayor,  ,34,F,Nepali Congress,5320,Elected
23573,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Ward President,1,49,M,Communist Party of Nepal (Maoist Centre),611,Elected
23574,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Ward Member,1,42,F,Communist Party of Nepal (Maoist Centre),614,Elected
23575,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Ward Member,1,60,M,Communist Party of Nepal (Maoist Centre),611,Elected
23576,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Female Ward Member,1,42,F,Communist Party of Nepal (Maoist Centre),619,Elected
23577,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Dalit Female Ward Member,1,41,F,Communist Party of Nepal (Maoist Centre),602,Elected
23578,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Ward President,2,49,M,Nepali Congress,587,Elected
23579,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Ward Member,2,50,M,Communist Party of Nepal (UML),621,Elected
23580,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Ward Member,2,56,M,Communist Party of Nepal (UML),620,Elected
23581,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Female Ward Member,2,50,F,Communist Party of Nepal (UML),604,Elected
23582,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Dalit Female Ward Member,2,32,F,Nepali Congress,604,Elected
23583,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Ward President,3,49,M,Communist Party of Nepal (UML),931,Elected
23584,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Ward Member,3,55,M,Communist Party of Nepal (UML),946,Elected
23585,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Ward Member,3,46,M,Communist Party of Nepal (UML),932,Elected
23586,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Female Ward Member,3,42,F,Communist Party of Nepal (UML),906,Elected
23587,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Dalit Female Ward Member,3,54,F,Communist Party of Nepal (UML),924,Elected
23588,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Ward President,4,44,M,Nepali Congress,1130,Elected
23589,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Ward Member,4,57,M,Nepali Congress,1046,Elected
23590,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Ward Member,4,72,M,Nepali Congress,1038,Elected
23591,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Female Ward Member,4,35,F,Nepali Congress,1058,Elected
23592,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Dalit Female Ward Member,4,44,F,Communist Party of Nepal (UML),1039,Elected
23593,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Ward President,5,50,M,Nepali Congress,454,Elected
23594,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Ward Member,5,32,M,Nepali Congress,454,Elected
23595,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Ward Member,5,55,M,Nepali Congress,426,Elected
23596,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Female Ward Member,5,44,F,Nepali Congress,503,Elected
23597,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Dalit Female Ward Member,5,39,F,Nepali Congress,479,Elected
23598,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Ward President,6,58,M,Nepali Congress,860,Elected
23599,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Ward Member,6,29,M,Nepali Congress,882,Elected
23600,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Ward Member,6,50,M,Nepali Congress,869,Elected
23601,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Female Ward Member,6,47,F,Nepali Congress,865,Elected
23602,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Dalit Female Ward Member,6,38,F,Nepali Congress,864,Elected
23603,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Ward President,7,34,M,Nepali Congress,541,Elected
23604,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Ward Member,7,57,M,Nepali Congress,400,Elected
23605,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Ward Member,7,53,M,Communist Party of Nepal (UML),366,Elected
23606,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Female Ward Member,7,25,F,Nepali Congress,399,Elected
23607,Province 5,Palpa,Rainadevi Chhahara Rural Municipality,Dalit Female Ward Member,7,23,F,Nepali Congress,467,Elected
