SN,District,Administrative Division,Position,Ward,Name,Age,Gender,Party,Votes,Status
3507,Lalitpur,Lalitpur Metropolitian City,Ward President,25,क्रर्ष्ण ुकुमाि काक्रक,52,M,Communist Party of Nepal (UML),1008,Elected
3508,Lalitpur,Lalitpur Metropolitian City,Ward Member,25,मनोज कुमाि के.सी,40,M,Communist Party of Nepal (UML),1015,Elected
3509,Lalitpur,Lalitpur Metropolitian City,Ward Member,25,िाज ुगरुुि,50,M,Communist Party of Nepal (UML),986,Elected
3510,Lalitpur,Lalitpur Metropolitian City,Female Ward Member,25,मथिुा खड्का,45,F,Communist Party of Nepal (UML),1090,Elected
3511,Lalitpur,Lalitpur Metropolitian City,Dalit Female Ward Member,25,अतज पहेली,36,F,Communist Party of Nepal (UML),1075,Elected
3512,Lalitpur,Lalitpur Metropolitian City,Ward President,26,सिेुश महजन,40,M,Communist Party of Nepal (Maoist Centre),562,Elected
3513,Lalitpur,Lalitpur Metropolitian City,Ward Member,26,उिम कुमाि थापा,52,M,Nepali Congress,533,Elected
3514,Lalitpur,Lalitpur Metropolitian City,Ward Member,26,सिेुश महजन,29,M,Communist Party of Nepal (Maoist Centre),504,Elected
3515,Lalitpur,Lalitpur Metropolitian City,Female Ward Member,26,बली डंगोल,48,F,Nepali Congress,636,Elected
3516,Lalitpur,Lalitpur Metropolitian City,Ward President,27,बाब ुिाजा महजन,41,M,Nepali Congress,604,Elected
3517,Lalitpur,Lalitpur Metropolitian City,Ward Member,27,नर्िाज महजन,42,M,Communist Party of Nepal (Maoist Centre),638,Elected
3518,Lalitpur,Lalitpur Metropolitian City,Ward Member,27,क्रहिा काजी महजन,44,M,Communist Party of Nepal (Maoist Centre),576,Elected
3519,Lalitpur,Lalitpur Metropolitian City,Female Ward Member,27,सपना महजन,42,F,Communist Party of Nepal (Maoist Centre),735,Elected
3520,Lalitpur,Lalitpur Metropolitian City,Ward President,28,िाजेश महजन,46,M,Communist Party of Nepal (Maoist Centre),640,Elected
3521,Lalitpur,Lalitpur Metropolitian City,Ward Member,28,प्रज्र्ल महजन,32,M,Communist Party of Nepal (Maoist Centre),665,Elected
3522,Lalitpur,Lalitpur Metropolitian City,Ward Member,28,अनंत िाज महजन,45,M,Nepali Congress,560,Elected
3523,Lalitpur,Lalitpur Metropolitian City,Female Ward Member,28,मीना महजन,46,F,Communist Party of Nepal (UML),656,Elected
3524,Lalitpur,Lalitpur Metropolitian City,Dalit Female Ward Member,28,मनजना परियाि,59,F,Communist Party of Nepal (Maoist Centre),589,Elected
3525,Lalitpur,Lalitpur Metropolitian City,Ward President,29,गणेश कुमाि महजन,52,M,Communist Party of Nepal (UML),511,Elected
3526,Lalitpur,Lalitpur Metropolitian City,Ward Member,29,िाम महजन,40,M,Nepali Congress,453,Elected
3527,Lalitpur,Lalitpur Metropolitian City,Ward Member,29,मधरु्न महजन,44,M,Nepali Congress,415,Elected
3528,Lalitpur,Lalitpur Metropolitian City,Female Ward Member,29,इतर देर्ी महजन,47,F,Nepali Congress,481,Elected
3529,Lalitpur,Lalitpur Metropolitian City,Dalit Female Ward Member,29,नबननता क्रर्श्वकमा,28,F,Communist Party of Nepal (UML),0,Unopposed
3530,Kavrepalanchok,Khanikhola Rural Municipality,Mayor,,कृष्ण बहादिु खलुाल,49,M,Communist Party of Nepal (UML),2023,Elected
3531,Kavrepalanchok,Khanikhola Rural Municipality,Vice-Mayor,,रुकमेणी गरुुङ,32,F,Communist Party of Nepal (UML),2130,Elected
3532,Kavrepalanchok,Khanikhola Rural Municipality,Ward President,1,ज्ञान बहादिु लामा,38,M,Communist Party of Nepal (Maoist Centre),345,Elected
3533,Kavrepalanchok,Khanikhola Rural Municipality,Ward Member,1,शकु मान भ्लोन,51,M,Communist Party of Nepal (Maoist Centre),347,Elected
3534,Kavrepalanchok,Khanikhola Rural Municipality,Ward Member,1,फिे बहादिु थोकि,51,M,Communist Party of Nepal (Maoist Centre),342,Elected
3535,Kavrepalanchok,Khanikhola Rural Municipality,Female Ward Member,1,छनल माई गोले (नथङ),47,F,Communist Party of Nepal (Maoist Centre),346,Elected
3536,Kavrepalanchok,Khanikhola Rural Municipality,Dalit Female Ward Member,1,मसली क्रर्.क,28,F,Communist Party of Nepal (UML),0,Unopposed
3537,Kavrepalanchok,Khanikhola Rural Municipality,Ward President,2,इतर बहादिु नथङ,68,M,Communist Party of Nepal (UML),254,Elected
3538,Kavrepalanchok,Khanikhola Rural Municipality,Ward Member,2,पूण बहादिु ठोकि,35,M,Communist Party of Nepal (UML),234,Elected
3539,Kavrepalanchok,Khanikhola Rural Municipality,Ward Member,2,लाल मान न्घनसङ,31,M,Communist Party of Nepal (Maoist Centre),232,Elected
3540,Kavrepalanchok,Khanikhola Rural Municipality,Female Ward Member,2,क्रर्िानी माया नथङ,39,F,Communist Party of Nepal (Maoist Centre),240,Elected
3541,Kavrepalanchok,Khanikhola Rural Municipality,Ward President,3,जय बहादिु लङुगेली मगि,48,M,Communist Party of Nepal (UML),282,Elected
3542,Kavrepalanchok,Khanikhola Rural Municipality,Ward Member,3,नडल बहादिु न्घनसं,58,M,Communist Party of Nepal (UML),262,Elected
3543,Kavrepalanchok,Khanikhola Rural Municipality,Ward Member,3,बयान नसं नथङ,32,M,Communist Party of Nepal (UML),257,Elected
3544,Kavrepalanchok,Khanikhola Rural Municipality,Female Ward Member,3,लोक कुमािी नथङ,45,F,Communist Party of Nepal (UML),266,Elected
3545,Kavrepalanchok,Khanikhola Rural Municipality,Dalit Female Ward Member,3,कान्तछ मैया क्रर्.क.,68,F,Communist Party of Nepal (UML),270,Elected
3546,Kavrepalanchok,Khanikhola Rural Municipality,Ward President,4,क्रर्ि बहादिु र्ाईर्ा (तामाङ),58,M,Communist Party of Nepal (Maoist Centre),227,Elected
3547,Kavrepalanchok,Khanikhola Rural Municipality,Ward Member,4,श्याम बहादिु लोप्चन,38,M,Communist Party of Nepal (Maoist Centre),230,Elected
3548,Kavrepalanchok,Khanikhola Rural Municipality,Ward Member,4,नजि मान माझी,56,M,Communist Party of Nepal (Maoist Centre),225,Elected
3549,Kavrepalanchok,Khanikhola Rural Municipality,Female Ward Member,4,देउ माया लोप्चन,27,F,Communist Party of Nepal (Maoist Centre),227,Elected
3550,Kavrepalanchok,Khanikhola Rural Municipality,Dalit Female Ward Member,4,धन माया क्रर्श्र्कमा,50,F,Communist Party of Nepal (Maoist Centre),223,Elected
3551,Kavrepalanchok,Khanikhola Rural Municipality,Ward President,5,दगुा प्रसाद नतमन्ल्सना,28,M,Communist Party of Nepal (UML),382,Elected
3552,Kavrepalanchok,Khanikhola Rural Municipality,Ward Member,5,सिेुश िलुनु,28,M,Communist Party of Nepal (UML),374,Elected
3553,Kavrepalanchok,Khanikhola Rural Municipality,Ward Member,5,अकल बहादिु बल,45,M,Communist Party of Nepal (UML),374,Elected
3554,Kavrepalanchok,Khanikhola Rural Municipality,Female Ward Member,5,कुमािी र्ल,30,F,Communist Party of Nepal (UML),381,Elected
3555,Kavrepalanchok,Khanikhola Rural Municipality,Dalit Female Ward Member,5,लक्ष्मी नपाली,38,F,Communist Party of Nepal (UML),382,Elected
3556,Kavrepalanchok,Khanikhola Rural Municipality,Ward President,6,मान बहादिु गोले,36,M,Communist Party of Nepal (UML),542,Elected
3557,Kavrepalanchok,Khanikhola Rural Municipality,Ward Member,6,च्याप्साङ नसंतान,68,M,Communist Party of Nepal (UML),519,Elected
3558,Kavrepalanchok,Khanikhola Rural Municipality,Ward Member,6,बाब ुलाल गोले,34,M,Communist Party of Nepal (UML),519,Elected
3559,Kavrepalanchok,Khanikhola Rural Municipality,Female Ward Member,6,खड्गमाई अनधकािी,56,F,Communist Party of Nepal (UML),534,Elected
3560,Kavrepalanchok,Khanikhola Rural Municipality,Dalit Female Ward Member,6,िानधका क्रर्श्र्कमा,24,F,Communist Party of Nepal (UML),531,Elected
3561,Kavrepalanchok,Khanikhola Rural Municipality,Ward President,7,के्षर मान ध्यार्ा,28,M,Nepali Congress,476,Elected
3562,Kavrepalanchok,Khanikhola Rural Municipality,Ward Member,7,कृष्ण बहादिु न्घनसङ,53,M,Nepali Congress,458,Elected
3563,Kavrepalanchok,Khanikhola Rural Municipality,Ward Member,7,िीम बहादिु दरुुङच्याङ,41,M,Nepali Congress,456,Elected
3564,Kavrepalanchok,Khanikhola Rural Municipality,Female Ward Member,7,माया पान्िन,51,F,Nepali Congress,457,Elected
3565,Kavrepalanchok,Khanikhola Rural Municipality,Dalit Female Ward Member,7,ददघ माई क्रर्.क.,58,F,Nepali Congress,469,Elected
3566,Kavrepalanchok,Chauri Deurali Rural Municipality,Mayor,,ददन नाथ गौतम,54,M,Communist Party of Nepal (Maoist Centre),3924,Elected
3567,Kavrepalanchok,Chauri Deurali Rural Municipality,Vice-Mayor,,तािा कुमािी चौलागाई,45,F,Communist Party of Nepal (Maoist Centre),4007,Elected
3568,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward President,1,िाज ुआले तामाङ,28,M,Communist Party of Nepal (Maoist Centre),310,Elected
3569,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward Member,1,चत र मान तामाङ,40,M,Communist Party of Nepal (Maoist Centre),310,Elected
3570,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward Member,1,पेम्बा नसंह तामाङ,36,M,Communist Party of Nepal (Maoist Centre),305,Elected
3571,Kavrepalanchok,Chauri Deurali Rural Municipality,Female Ward Member,1,उर् तामाङ,53,F,Communist Party of Nepal (Maoist Centre),316,Elected
3572,Kavrepalanchok,Chauri Deurali Rural Municipality,Dalit Female Ward Member,1,देर्ी सनुाि,28,F,Communist Party of Nepal (Maoist Centre),300,Elected
3573,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward President,2,दीनश लामा,46,M,Communist Party of Nepal (Maoist Centre),300,Elected
3574,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward Member,2,देर् बहादिु प्रधान,39,M,Communist Party of Nepal (Maoist Centre),304,Elected
3575,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward Member,2,छर बहादिु प्रधान,54,M,Communist Party of Nepal (UML),300,Elected
3576,Kavrepalanchok,Chauri Deurali Rural Municipality,Female Ward Member,2,सजृना पौडेल (नतमन्ल्सना),28,F,Communist Party of Nepal (Maoist Centre),321,Elected
3577,Kavrepalanchok,Chauri Deurali Rural Municipality,Dalit Female Ward Member,2,सकुु लक्ष्मी नपाली दमाई,54,F,Communist Party of Nepal (Maoist Centre),302,Elected
3578,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward President,3,क्रर्नोद न्घनसङ (तामाङ),34,M,Communist Party of Nepal (Maoist Centre),568,Elected
3579,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward Member,3,न्चर प्रसाद चौलागाई,36,M,Communist Party of Nepal (Maoist Centre),518,Elected
3580,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward Member,3,िोज बहादिु गौतम,52,M,Communist Party of Nepal (Maoist Centre),511,Elected
3581,Kavrepalanchok,Chauri Deurali Rural Municipality,Female Ward Member,3,कुसमु लामा,28,F,Communist Party of Nepal (Maoist Centre),560,Elected
3582,Kavrepalanchok,Chauri Deurali Rural Municipality,Dalit Female Ward Member,3,सिुरा क्रर्श् र्कमा,33,F,Communist Party of Nepal (Maoist Centre),549,Elected
3583,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward President,4,सिेुश कुमाि लामा,31,M,Nepali Congress,387,Elected
3584,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward Member,4,ददनलप लामा,36,M,Nepali Congress,424,Elected
3585,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward Member,4,नक्रर्न गौतम,27,M,Nepali Congress,373,Elected
3586,Kavrepalanchok,Chauri Deurali Rural Municipality,Female Ward Member,4,नडल्ली माया शे्रष्ठ,33,F,Nepali Congress,397,Elected
3587,Kavrepalanchok,Chauri Deurali Rural Municipality,Dalit Female Ward Member,4,देर् माया सनुाि,41,F,Nepali Congress,408,Elected
3588,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward President,5,िाज कुमाि गौतम,33,M,Communist Party of Nepal (Maoist Centre),779,Elected
3589,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward Member,5,छर बहादिु कोइिाल,49,M,Communist Party of Nepal (Maoist Centre),770,Elected
3590,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward Member,5,बाब ुिाम चौलागाई,49,M,Communist Party of Nepal (Maoist Centre),767,Elected
3591,Kavrepalanchok,Chauri Deurali Rural Municipality,Female Ward Member,5,चेत माया चौलागाई(गौतम),39,F,Communist Party of Nepal (Maoist Centre),774,Elected
3592,Kavrepalanchok,Chauri Deurali Rural Municipality,Dalit Female Ward Member,5,ननमला दमाई,30,F,Communist Party of Nepal (Maoist Centre),782,Elected
3593,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward President,6,िेशम प्रसाद चौलागाई,40,M,Communist Party of Nepal (UML),524,Elected
3594,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward Member,6,होम प्रसाद दलुाल,40,M,Communist Party of Nepal (UML),620,Elected
3595,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward Member,6,िाजेतर प्रसाद र्ास्कोटा,45,M,Communist Party of Nepal (UML),569,Elected
3596,Kavrepalanchok,Chauri Deurali Rural Municipality,Female Ward Member,6,क्रर्ष्ण ुमाया गौतम,43,F,Communist Party of Nepal (UML),553,Elected
3597,Kavrepalanchok,Chauri Deurali Rural Municipality,Dalit Female Ward Member,6,जलुमु परियाि,44,F,Communist Party of Nepal (UML),547,Elected
3598,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward President,7,क्रर्िबल तामाङ (लामा),65,M,Communist Party of Nepal (Maoist Centre),565,Elected
3599,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward Member,7,झम्क बहादिु गौतम,61,M,Communist Party of Nepal (Maoist Centre),556,Elected
3600,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward Member,7,ङेमा लामा र्ाईर्ा,30,M,Communist Party of Nepal (Maoist Centre),550,Elected
3601,Kavrepalanchok,Chauri Deurali Rural Municipality,Female Ward Member,7,न्चनी माया लामा,31,F,Communist Party of Nepal (Maoist Centre),558,Elected
3602,Kavrepalanchok,Chauri Deurali Rural Municipality,Dalit Female Ward Member,7,तलुसी गजमेि,40,F,Communist Party of Nepal (Maoist Centre),0,Unopposed
3603,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward President,8,धन बहादिु तामाङ,34,M,Communist Party of Nepal (Maoist Centre),376,Elected
3604,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward Member,8,उद्धर् प्रसाद चौलागाई,33,M,Communist Party of Nepal (Maoist Centre),389,Elected
3605,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward Member,8,िमला पतत,40,F,Communist Party of Nepal (Maoist Centre),373,Elected
3606,Kavrepalanchok,Chauri Deurali Rural Municipality,Female Ward Member,8,लक्ष्मी कुर्ि न्घनसङ,29,F,Communist Party of Nepal (Maoist Centre),393,Elected
3607,Kavrepalanchok,Chauri Deurali Rural Municipality,Dalit Female Ward Member,8,गीता क्रर्श्वकमा,40,F,Communist Party of Nepal (Maoist Centre),385,Elected
3608,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward President,9,िाम बहादिु लामा,46,M,Communist Party of Nepal (Maoist Centre),380,Elected
3609,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward Member,9,नािायण प्रसाद चौलागाई,38,M,Communist Party of Nepal (Maoist Centre),375,Elected
3610,Kavrepalanchok,Chauri Deurali Rural Municipality,Ward Member,9,पासाङ लामा,48,M,Communist Party of Nepal (Maoist Centre),368,Elected
3611,Kavrepalanchok,Chauri Deurali Rural Municipality,Female Ward Member,9,हसनी तामाङ,45,F,Communist Party of Nepal (Maoist Centre),370,Elected
3612,Kavrepalanchok,Chauri Deurali Rural Municipality,Dalit Female Ward Member,9,मनसना दनमनन,55,F,Communist Party of Nepal (Maoist Centre),377,Elected
3613,Kavrepalanchok,Temal Rural Municipality,Mayor,,सलाम नसं तामाङ,63,M,Nepali Congress,3949,Elected
3614,Kavrepalanchok,Temal Rural Municipality,Vice-Mayor,,दगुा माया तामाङ,29,F,Nepali Congress,3784,Elected
3615,Kavrepalanchok,Temal Rural Municipality,Ward President,1,मान बहादिु शे्रष् ठ,47,M,Communist Party of Nepal (UML),524,Elected
3616,Kavrepalanchok,Temal Rural Municipality,Ward Member,1,मानध्र्ज तामाङ,50,M,Communist Party of Nepal (UML),534,Elected
3617,Kavrepalanchok,Temal Rural Municipality,Ward Member,1,धन र्हादिु िानामगि,47,M,Communist Party of Nepal (UML),527,Elected
3618,Kavrepalanchok,Temal Rural Municipality,Female Ward Member,1,सिस्र्ती मैनाली,38,F,Communist Party of Nepal (UML),526,Elected
3619,Kavrepalanchok,Temal Rural Municipality,Dalit Female Ward Member,1,कमला क्रर्.क.,51,F,Communist Party of Nepal (UML),530,Elected
3620,Kavrepalanchok,Temal Rural Municipality,Ward President,2,नतमाल नसं तामाङ,50,M,Communist Party of Nepal (UML),427,Elected
3621,Kavrepalanchok,Temal Rural Municipality,Ward Member,2,नडल्ली मान तमाङ,44,M,Communist Party of Nepal (UML),430,Elected
3622,Kavrepalanchok,Temal Rural Municipality,Ward Member,2,प्रताप नसं तमाङ,54,M,Communist Party of Nepal (UML),419,Elected
3623,Kavrepalanchok,Temal Rural Municipality,Female Ward Member,2,पार्ती शे्रष् ठ,30,F,Communist Party of Nepal (UML),410,Elected
3624,Kavrepalanchok,Temal Rural Municipality,Dalit Female Ward Member,2,नबना परियाि (दमाई),39,F,Communist Party of Nepal (Maoist Centre),0,Unopposed
3625,Kavrepalanchok,Temal Rural Municipality,Ward President,3,क्रर्ष्ण ुबहादिु तामाङ,51,M,Madheshi Jana Adhikar Forum (Democratic),160,Elected
3626,Kavrepalanchok,Temal Rural Municipality,Ward Member,3,चतर ध्र्ज तामाङ,61,M,Communist Party of Nepal (Maoist Centre),154,Elected
3627,Kavrepalanchok,Temal Rural Municipality,Ward Member,3,िाजेश कुमाि तामाङ,30,M,Nepali Congress,151,Elected
3628,Kavrepalanchok,Temal Rural Municipality,Female Ward Member,3,नान ुतमाङ,42,F,Communist Party of Nepal (Maoist Centre),170,Elected
3629,Kavrepalanchok,Temal Rural Municipality,Ward President,4,आशापिु लामा,46,M,Nepali Congress,454,Elected
3630,Kavrepalanchok,Temal Rural Municipality,Ward Member,4,लादेन तामाङ,30,M,Communist Party of Nepal (Maoist Centre),405,Elected
3631,Kavrepalanchok,Temal Rural Municipality,Ward Member,4,ङेमा लामा,33,M,Communist Party of Nepal (UML),385,Elected
3632,Kavrepalanchok,Temal Rural Municipality,Female Ward Member,4,पासङु लामा,32,F,Communist Party of Nepal (Maoist Centre),376,Elected
3633,Kavrepalanchok,Temal Rural Municipality,Dalit Female Ward Member,4,ददपा घतानी,37,F,Communist Party of Nepal (Maoist Centre),400,Elected
3634,Kavrepalanchok,Temal Rural Municipality,Ward President,5,प्रक्रर्न लामा,39,M,Nepali Congress,621,Elected
3635,Kavrepalanchok,Temal Rural Municipality,Ward Member,5,मनिाज लामा,31,M,Nepali Congress,641,Elected
3636,Kavrepalanchok,Temal Rural Municipality,Ward Member,5,अमतृ नािायण लामा,57,M,Nepali Congress,610,Elected
3637,Kavrepalanchok,Temal Rural Municipality,Female Ward Member,5,उषा लामा,28,F,Nepali Congress,638,Elected
3638,Kavrepalanchok,Temal Rural Municipality,Dalit Female Ward Member,5,बली सनुाि,35,F,Nepali Congress,643,Elected
3639,Kavrepalanchok,Temal Rural Municipality,Ward President,6,क्रर्कु लाल तामाङ,39,M,Nepali Congress,697,Elected
3640,Kavrepalanchok,Temal Rural Municipality,Ward Member,6,चेत बहादिु िाना,32,M,Nepali Congress,675,Elected
3641,Kavrepalanchok,Temal Rural Municipality,Ward Member,6,सूयमान तामाङ,46,M,Nepali Congress,656,Elected
3642,Kavrepalanchok,Temal Rural Municipality,Female Ward Member,6,गीता तामाि,41,F,Nepali Congress,679,Elected
3643,Kavrepalanchok,Temal Rural Municipality,Dalit Female Ward Member,6,नक्कली कनमनी,41,F,Nepali Congress,686,Elected
3644,Kavrepalanchok,Temal Rural Municipality,Ward President,7,ज्ञान बहादिु तामाङ,36,M,Nepali Congress,514,Elected
3645,Kavrepalanchok,Temal Rural Municipality,Ward Member,7,नमम लाल तामाङ,36,M,Nepali Congress,471,Elected
3646,Kavrepalanchok,Temal Rural Municipality,Ward Member,7,िाज ुतामाङ,29,M,Nepali Congress,469,Elected
3647,Kavrepalanchok,Temal Rural Municipality,Female Ward Member,7,ननमला मैनाली (नरपाठी),34,F,Nepali Congress,494,Elected
3648,Kavrepalanchok,Temal Rural Municipality,Dalit Female Ward Member,7,फुल माया दमाई,37,F,Nepali Congress,487,Elected
3649,Kavrepalanchok,Temal Rural Municipality,Ward President,8,लक्ष्मी बहादिु न्घनसङ,54,M,Communist Party of Nepal (Maoist Centre),624,Elected
3650,Kavrepalanchok,Temal Rural Municipality,Ward Member,8,अजय कुमाि तामाङ,32,M,Communist Party of Nepal (Maoist Centre),579,Elected
3651,Kavrepalanchok,Temal Rural Municipality,Ward Member,8,जनक बहादिु िायमाझी,50,M,Communist Party of Nepal (Maoist Centre),556,Elected
3652,Kavrepalanchok,Temal Rural Municipality,Female Ward Member,8,देर्की मैनाली,51,F,Communist Party of Nepal (Maoist Centre),603,Elected
3653,Kavrepalanchok,Temal Rural Municipality,Dalit Female Ward Member,8,सीता दमाई,34,F,Nepali Congress,609,Elected
3654,Kavrepalanchok,Temal Rural Municipality,Ward President,9,चतर बहादिु लामा,50,M,Communist Party of Nepal (Maoist Centre),560,Elected
3655,Kavrepalanchok,Temal Rural Municipality,Ward Member,9,कातछा लामा,34,M,Communist Party of Nepal (Maoist Centre),592,Elected
3656,Kavrepalanchok,Temal Rural Municipality,Ward Member,9,टेक र्हादिु थोकि,38,M,Communist Party of Nepal (Maoist Centre),546,Elected
3657,Kavrepalanchok,Temal Rural Municipality,Female Ward Member,9,िन्स्मता िण्डािी,22,F,Communist Party of Nepal (Maoist Centre),539,Elected
3658,Kavrepalanchok,Temal Rural Municipality,Dalit Female Ward Member,9,सतुतली कुमािी क्रर्.क.,56,F,Communist Party of Nepal (Maoist Centre),571,Elected
3659,Kavrepalanchok,Dhulikhel Urban Municipality,Mayor,,अशोक कुमाि ब्याञु्ज शे्रष्ठ,46,M,Communist Party of Nepal (UML),7981,Elected
3660,Kavrepalanchok,Dhulikhel Urban Municipality,Vice-Mayor,,क्रर्मला कुमािी चौलागाई (शमा),51,F,Communist Party of Nepal (UML),6723,Elected
3661,Kavrepalanchok,Dhulikhel Urban Municipality,Ward President,1,िमेश प्रसाद घोिसाइन े,36,M,Communist Party of Nepal (UML),387,Elected
3662,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,1,क्रटका प्रसाद घोिसाइन े,46,M,Communist Party of Nepal (UML),393,Elected
3663,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,1,चतर बहादिु तामाङ,46,M,Communist Party of Nepal (UML),385,Elected
3664,Kavrepalanchok,Dhulikhel Urban Municipality,Female Ward Member,1,कुमािी तामाङ,37,F,Communist Party of Nepal (UML),385,Elected
3665,Kavrepalanchok,Dhulikhel Urban Municipality,Dalit Female Ward Member,1,कातछी साकी,50,F,Communist Party of Nepal (UML),398,Elected
3666,Kavrepalanchok,Dhulikhel Urban Municipality,Ward President,2,िाजन कोइिाला,46,M,Communist Party of Nepal (UML),836,Elected
3667,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,2,अजन तयौपान े,36,M,Communist Party of Nepal (UML),826,Elected
3668,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,2,क्रटका र्ल्दर् सापकोटा,62,M,Communist Party of Nepal (UML),818,Elected
3669,Kavrepalanchok,Dhulikhel Urban Municipality,Female Ward Member,2,िनसला तामाङ लामा,23,F,Communist Party of Nepal (UML),810,Elected
3670,Kavrepalanchok,Dhulikhel Urban Municipality,Dalit Female Ward Member,2,गंगा क्रर्श्वकमा,44,F,Communist Party of Nepal (UML),821,Elected
3671,Kavrepalanchok,Dhulikhel Urban Municipality,Ward President,3,क्रर्नोद पिाजलुी,44,M,Communist Party of Nepal (UML),516,Elected
3672,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,3,गणेश आचाय,26,M,Communist Party of Nepal (UML),480,Elected
3673,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,3,क्रहिा बहादिु तामाङ,32,M,Communist Party of Nepal (UML),442,Elected
3674,Kavrepalanchok,Dhulikhel Urban Municipality,Female Ward Member,3,सतज ुतामाङ,39,F,Communist Party of Nepal (UML),552,Elected
3675,Kavrepalanchok,Dhulikhel Urban Municipality,Dalit Female Ward Member,3,रिता बिाईली,28,F,Communist Party of Nepal (UML),510,Elected
3676,Kavrepalanchok,Dhulikhel Urban Municipality,Ward President,4,िनबतर कमाचाय,52,M,Nepali Congress,428,Elected
3677,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,4,उिम प्रसाद नतमन्ल्स ना,41,M,Nepali Congress,390,Elected
3678,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,4,प्रमे बहादिु काकी,50,M,Nepali Congress,387,Elected
3679,Kavrepalanchok,Dhulikhel Urban Municipality,Female Ward Member,4,सनुा मंग्राती,29,F,Nepali Congress,395,Elected
3680,Kavrepalanchok,Dhulikhel Urban Municipality,Dalit Female Ward Member,4,सजना परियाि,30,F,Nepali Congress,357,Elected
3681,Kavrepalanchok,Dhulikhel Urban Municipality,Ward President,5,गंगा सागि ितजीतकाि,59,M,Nepali Congress,475,Elected
3682,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,5,प्रमोद सतुदि शे्रष् ठ,37,M,Communist Party of Nepal (UML),583,Elected
3683,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,5,िरु्न शे्रष्ठ,43,M,Communist Party of Nepal (UML),529,Elected
3684,Kavrepalanchok,Dhulikhel Urban Municipality,Female Ward Member,5,सजना खड्गी,26,F,Communist Party of Nepal (UML),535,Elected
3685,Kavrepalanchok,Dhulikhel Urban Municipality,Dalit Female Ward Member,5,नसता क्रर्श्वकमा,54,F,Communist Party of Nepal (UML),550,Elected
3686,Kavrepalanchok,Dhulikhel Urban Municipality,Ward President,6,संजय कोजू,39,M,Nepali Congress,576,Elected
3687,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,6,मधसुधुन धालाछे,38,M,Nepali Congress,462,Elected
3688,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,6,आनतद सागि योगल शे्रष् ठ,28,M,Communist Party of Nepal (UML),423,Elected
3689,Kavrepalanchok,Dhulikhel Urban Municipality,Female Ward Member,6,िोजना शे्रष् ठ,37,F,Communist Party of Nepal (UML),595,Elected
3690,Kavrepalanchok,Dhulikhel Urban Municipality,Ward President,7,िोमी प्रसाद शे्रष्ठ,50,M,National Democratic Party,735,Elected
3691,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,7,मननष लाल शे्रष् ठ,29,M,Nepali Congress,708,Elected
3692,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,7,अनमत खोज ु,37,M,Communist Party of Nepal (UML),568,Elected
3693,Kavrepalanchok,Dhulikhel Urban Municipality,Female Ward Member,7,नमरु कुमािी िण्डािी,49,F,Communist Party of Nepal (UML),541,Elected
3694,Kavrepalanchok,Dhulikhel Urban Municipality,Ward President,8,ननिाजन जंगम,38,M,Communist Party of Nepal (UML),643,Elected
3695,Kavrepalanchok,Dhulikhel Urban Municipality,Ward Member,8,प्रकास लामा(तामाङ),29,M,Communist Party of Nepal (UML),727,Elected
